           0.      22.17524         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       677.341         INDEF       772.034         INDEF     -4.481735         INDEF         INDEF            0.      17.73202         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF           1           0       INDEF       INDEF         INDEF         INDEF         INDEF         INDEF         INDEF         INDEF      17.10247         INDEF         INDEF         INDEF         INDEF         INDEF            0.         INDEF         INDEF         INDEF         INDEF
      82.6667      1.686857    0.04314974     0.7560312     0.3229031     0.7084872   0.006343434     -59.17873     0.5001729       677.341     0.7538351       772.034     0.5374953   -0.04488046   0.005798699     0.1292032      3.015315        20.529    0.02813466    0.02742362      20868.63      27459.47      10.29796      9.999963        6267       21204  -0.004314878     0.0124061  -9.349868E-4    0.01127987   7.774421E-4    0.01152721    0.02163935    0.01163236          56           0          15           0    0.01516559       5.48195      33.47501      747.8395      1.522988      19428.33      19.89944       20.0104       10.2931      10.37074   0.003256685      20.17366      62.00003   0.002175408   0.002401124   0.001059314   0.001137128
     85.33337       1.54321     0.0434191      0.798857      0.327807     0.7047593   0.006137004      -59.3257     0.4817346       677.341      0.741945       772.034     0.5298676   -0.04503698   0.005424923     0.1204549      3.039343      20.62563    0.03098517    0.03012662      21666.55      27947.07      10.25722      9.980852        6757       22552   0.002096487    0.01164966   -0.01020485    0.01080172   0.001977278    0.01015804    0.03463505    0.01088334          57           0          15           0   0.001281247      5.938841      34.77509      776.8829      1.391113      20148.12      19.99608      20.10873      10.25236      10.33125   0.003255096      21.74847      64.00002   0.002367817   0.002618374   0.001098884   0.001181022
     88.00003      1.422896    0.03618037     0.6524096     0.2731558     0.7071196   0.004898364     -59.24084     0.3802288       677.341     0.6131907       772.034     0.4372831   -0.03988454   0.004426358     0.1109793      3.062814      20.71376    0.02796412    0.02726242      22231.13      28393.03      10.22929      9.963664        7131       23915  -0.003015304   0.009287297  -0.007563128   0.008694593  -0.001859447   0.008012512    0.02923912    0.00864996          57           0          15           0   0.004178726       5.70453      35.71817      797.9516      1.280549      20657.06      20.08421      20.19865      10.22443      10.30416   0.003254015      22.95047      66.00002   0.002560776   0.002836948   0.001129452   0.001214866
     90.66669      1.280238     0.0326308     0.6245125     0.2485088     0.7044094     0.0042276     -59.29795     0.3265218       677.341     0.5389137       772.034     0.3852639   -0.03521848    0.00381249     0.1082525      3.085759      20.82847    0.02803181    0.02732682      22913.51      28806.05      10.19646      9.947984        7633       25361  -0.001943914   0.007899505  -0.005649875   0.007458418  -0.002139561   0.006470657    0.03009509   0.007287385          58           0          15           0   0.004076358       6.31537      36.97042      825.9273      1.149807      21270.44      20.19891      20.31557       10.1916      10.27239   0.003252664      24.56385      68.00002   0.002833205   0.003146269   0.001171977   0.001261891
     93.33336      1.190537    0.02949804     0.5790349     0.2265788     0.7060158   0.003606245     -59.31239     0.2792568       677.341     0.4754138       772.034     0.3400369   -0.03336873   0.003329925    0.09979177      3.108202      20.90734    0.02724097    0.02657293      23436.19      29202.21      10.17198      9.933154        8049       26902   -0.00560977   0.006765461  -0.005848606   0.006355003  -0.003034451   0.005677674    0.02389857   0.006162174          59           0          15           0   0.004534877       6.53087      37.95423      847.9055      1.067899      21740.01      20.27778      20.39581      10.16712      10.24868   0.003251665      25.90083      70.00002   0.003039155    0.00337985   0.001207564   0.001301186
     96.00002      1.086626       0.02575     0.5024078     0.1977895     0.7055835   0.003274191     -59.33716      0.249599       677.341     0.4413725       772.034     0.3150313   -0.02953733   0.002830605    0.09583145      3.130169      21.00649    0.02603873    0.02542881      23979.17      29573.52      10.14711      9.919436        8521       28445   -0.00541616   0.005956005  -0.008587296   0.005733395   9.096060E-4   0.005084372    0.02040864   0.005537282          59           0          15           0   0.004597887      6.452178      39.06732      872.7723     0.9730464      22226.59      20.37694      20.49681      10.14225      10.22465   0.003250594      27.41779      72.00002   0.003318925   0.003698177   0.001248674   0.001346565
     98.66669     0.9845176    0.02047862     0.4077709     0.1586267      0.703029   0.002677273      -59.2796      0.202326       677.341     0.3661856       772.034     0.2624425   -0.02573522   0.002216042     0.0861093      3.151684      21.11363    0.02282246     0.0223521      24565.23      29923.41      10.12089      9.906666        9083       30038   -0.01243361   0.004650393  -0.006561291    0.00440553   6.678249E-4   0.003974262    0.01448482   0.004255391          60           0          15           0   0.001741124      6.608152      40.32634      900.8994     0.8800716      22751.22      20.48408      20.60584      10.11603      10.19932   0.003249455        29.224      74.00002   0.003653924   0.004079346   0.001298461   0.001401449
     101.3334     0.8877829    0.01726451     0.3508113     0.1348401     0.7004825   0.003027884     -59.24096     0.2274207       677.341     0.4202648       772.034     0.3024338   -0.02111711   0.001848948    0.08755689      3.172766      21.22593    0.02132272    0.02091067      25106.28      30233.12      10.09724      9.895486        9659       31584   -0.01493923   0.005248883  -0.002036235   0.004951256   -0.00105911   0.004552688    0.01513219   0.004860571          61           0          15           0    0.00311385      6.768758      41.59343      929.2065     0.7921063      23234.38      20.59637      20.72018      10.09238       10.1765   0.003248377       31.0752      76.00002   0.004040948   0.004520927   0.001350293   0.001458565
         104.     0.7985232    0.01464408     0.3106871     0.1153076     0.6977898   0.003116921     -59.23566      0.231888       677.341     0.4383015       772.034     0.3162433   -0.01761054   0.001567275    0.08899643      3.193437      21.34097    0.02009543    0.01973158      25621.61      30494.11      10.07518      9.886153       10265       33055   -0.01923262   0.005201543  -0.001288125   0.004826936  -0.001269564    0.00452516    0.01249265   0.004798143          62           0          15           0   6.762323E-5      7.259898      42.87945      957.9362      0.711071      23693.88      20.71142      20.83736      10.07032      10.15524   0.003247349      33.02282      78.00001     0.0044814   0.005024556   0.001405435    0.00151929
     106.6667     0.7375787    0.01342666     0.2829588     0.1065708     0.6960877   0.003616702     -59.15859      0.267544       677.341     0.5169196       772.034     0.3744349   -0.01540123   0.001445649    0.09386585      3.213714      21.42717    0.01994686    0.01958633      26091.48      30746.62      10.05545      9.877199       10871       34643   -0.02658562    0.00585567   0.003607477    0.00524313   0.002608282   0.005095451   0.007342697   0.005300759          63           0          15           0   1.134535E-4      7.049688       44.1026      985.2609     0.6561067      24112.55      20.79762       20.9247      10.05059      10.13622   0.003246425      34.97044      80.00001   0.004845008   0.005438548   0.001460959   0.001580391
